,0,1,2
0,1521482521422307330,2022-05-03 13:31:15+00:00,"Putin’s ‘radical’ supporters wanted Zelenskyy and Boris Johnson killed, says TV host https://t.co/H3nR83w61z"
1,1521482503445524480,2022-05-03 13:31:11+00:00,@AnushkaAsthana @susannareid100 Unfortunately  help for the most vulnerable is negligible.  I don't think Boris Joh… https://t.co/kzhHWVWJJ1
2,1521482459489214464,2022-05-03 13:31:00+00:00,Boris Johnson defends cost of living response amid calls for more - BBC News https://t.co/OWS0vcXVN5
3,1521482458008588288,2022-05-03 13:31:00+00:00,"Boris Johnson handed lifeline as Tories 'may hold on in more places' at local elections

https://t.co/CLYV7bcyRY"
4,1521482429223030784,2022-05-03 13:30:53+00:00,@AndyJHodges But it's the indefinite article with a person's name I'm wondering about. The adjective is fine. The '… https://t.co/4Du9OwIQBI
5,1521482422960930819,2022-05-03 13:30:52+00:00,"Boris Johnson quotes Churchill hails Ukraine’s ‘finest hour’, promises more military aid to fight Russia invasion  https://t.co/U0XkYqNuBf"
6,1521482415683911684,2022-05-03 13:30:50+00:00,@davidwhite020 Can you remind Boris Johnson of that as I think he needs to be reminded of a lot of things Boris Johnson out
7,1521482407576231942,2022-05-03 13:30:48+00:00,One thing I took away from watching Boris Johnson's interview with Susanna Reid is that he is better at trying to b… https://t.co/13rozkUNtj
8,1521482386969612290,2022-05-03 13:30:43+00:00,@GNev2 Remember also Keir Starmer is owned and controlled by the same cabal as Boris Johnson  so don't expect any d… https://t.co/rbGNiaJhTc
9,1521482386965422088,2022-05-03 13:30:43+00:00,BREAKING: UK Prime Minister Boris Johnson has told Ukraine's parliament that 'Ukraine will win' and 'will be free'
10,1521482343701262336,2022-05-03 13:30:33+00:00,"@Keir_Starmer
@UKLabour
@BorisJohnson
@Conservatives
Starmer scores OWN goal as Labour whinging backfires over Bori… https://t.co/oylpxp4CDU"
11,1521482341390209025,2022-05-03 13:30:32+00:00,"@lesiavasylenko @PickardJE And Boris Johnson was certainly lucky, and glad, Russia invaded Ukraine when they did.
A… https://t.co/43GPn7de5U"
12,1521482327993552898,2022-05-03 13:30:29+00:00,Boris Johnson: Ukraine will win war and 'be free' https://t.co/74Mb2xwCKK
13,1521482312642449408,2022-05-03 13:30:25+00:00,"“We’re doing everything we can… But we can do more.”
https://t.co/XkgSOwhDE5"
14,1521482308058062848,2022-05-03 13:30:24+00:00,"UK National News 

Prime Minister Boris Johnson has admitted to ITV that his government could do more to help strug… https://t.co/rQ9Hu6m3wC"
15,1521482302882201600,2022-05-03 13:30:23+00:00,"Watch ""Watch PM Boris Johnson address Zelenskyy's Ukraine Parliament"" on YouTube https://t.co/4WM4Hrlkz4"
16,1521482269638250498,2022-05-03 13:30:15+00:00,"'Property Notify' News, brought to you by PROTECT Commercial Insurance &gt;&gt;

Boris Johnson is Considering Re-Introduc… https://t.co/Ley2JBFCcf"
17,1521482232845721600,2022-05-03 13:30:06+00:00,"Seems to me that in addressing the #Ukrainian parliament.
Boris Johnson spent the entire time beating his own chest… https://t.co/MYOJJvXker"
18,1521482161743966214,2022-05-03 13:29:49+00:00,"#Ukraine will win war and 'be free', #BorisJohnson tells #Kyivparliament https://t.co/ogR2lN6q8g"
19,1521482139979636736,2022-05-03 13:29:44+00:00,"@Eddystone506 °

     ▪

""You're a nasty piece of work Boris Johnson"" says @eddiemair 

      •

#BogOrfBoris 

        ○"
20,1521482136368422916,2022-05-03 13:29:43+00:00,@itvnews Boris Johnson taking notes…
21,1521482114734116866,2022-05-03 13:29:38+00:00,Boris Johnson pondering right to buy for housing association tenants https://t.co/em0ebDNAQ9
22,1521482099886333955,2022-05-03 13:29:35+00:00,"Superb, to the point. “Boris” Let Them Eat Cake Johnson. Remember Marie Antoinette Johnson! https://t.co/mYFwLvaMRP"
23,1521482096874856448,2022-05-03 13:29:34+00:00,Boris Johnson taking notes https://t.co/KezSj54pCf
24,1521482088511426560,2022-05-03 13:29:32+00:00,He thanked the leader of the United Kingdom Boris Johnson and all the people of the United Kingdom. For the words w… https://t.co/Si4DHvelBV
25,1521482082165436418,2022-05-03 13:29:30+00:00,Cost of living: Boris Johnson criticised for 'out of touch' response to pensioner riding bus to keep warm https://t.co/gDv18eqtoJ
26,1521482074452070400,2022-05-03 13:29:28+00:00,Boris Johnson nailing how I feel when I eat chicken from KFC and Nando’s  https://t.co/4dYn9kMDZD
27,1521482037428957188,2022-05-03 13:29:20+00:00,Boris Johnson Calls Russia War ‘Ukraine’s Finest Hour’ https://t.co/32v4Xc8jmt
28,1521482011415920641,2022-05-03 13:29:13+00:00,"@PippaCrerar @GMB #FreedomPass - born 1973 in the @LondonLabour GLC!
... did someone say #LiarJohnson?… https://t.co/rjpordrAH7"
29,1521481948841058307,2022-05-03 13:28:59+00:00,Speech by British Prime Minister Boris Johnson in the Verkhovna Rada of Ukraine. https://t.co/UlnYUQWVW4
30,1521481938720243712,2022-05-03 13:28:56+00:00,"🟥 #Boris Johnson admits government ‘can do more’ to help with rising bills

👉 Prime minister warns in TV interview… https://t.co/xdM9Urw6S1"
31,1521481913256525825,2022-05-03 13:28:50+00:00,"@susannareid100 Boris Johnson actually said this today : 

“When a leader rules by fear, rigs elections, jails crit… https://t.co/xy10Abis2I"
32,1521481885075050500,2022-05-03 13:28:43+00:00,"UK Prime Minister Boris Johnson has promised to do more to tackle the rising cost of living, with the issue centre-… https://t.co/SkFpk9O2Gm"
33,1521481872727068672,2022-05-03 13:28:40+00:00,🔴Boris Johnson was accused of being “out of touch” after he appeared not to know who Lorraine Kelly was during an i… https://t.co/mQrkVIbelH
34,1521481867928690689,2022-05-03 13:28:39+00:00,⚽Chelsea takeover: Boris Johnson is considering giving some of the proceeds of the sale of Chelsea to benefit grass… https://t.co/9Kp8MtKkPc
35,1521481811502800897,2022-05-03 13:28:26+00:00,Think we need a 'Boris Johnson Lies' World Cup. There would be more rounds than the FA Cup.
36,1521481801046409217,2022-05-03 13:28:23+00:00,Boris Johnson did this interview to encourage people to vote for Conservatives this week. Their opponents will be t… https://t.co/NHYNl4wMhc
37,1521481775154794496,2022-05-03 13:28:17+00:00,"@MonetSupply I’m not sure either, but wouldn’t discount anyone that built a top 10 mkt cap asset. Many smart people… https://t.co/IYXa8TS6iJ"
38,1521481717785456641,2022-05-03 13:28:03+00:00,UK Unveils $376 Million More In Ukraine Military Aid As Russia Attacks Mariupol Plant https://t.co/x9WyTClSwL via @ndtv
39,1521481694821625856,2022-05-03 13:27:58+00:00,There’s something fishy about the timing of Jim Ratcliffe’s bid. I see Boris Johnson’s scummy hands all over it.
40,1521481662927978496,2022-05-03 13:27:50+00:00,"The advisors to Boris Johnson, do not appear to be Tory. What are they?"
41,1521481620238356480,2022-05-03 13:27:40+00:00,"@ScotTories Talking about criminals..
""All guidance was followed in No. 10""
- Boris Johnson, 1st Dec 2021.
""PM fine… https://t.co/pMYxUkaSR5"
42,1521481615268093955,2022-05-03 13:27:39+00:00,"@JohnJCrace The problem is that if Boris Johnson admitted to being a liar, then he would be telling the truth. It’s… https://t.co/zf8lDHOnJV"
43,1521481609547034625,2022-05-03 13:27:38+00:00,"Ukraine will win war and 'be free', Boris Johnson tells Kyiv parliament | World News | Sky News https://t.co/rxWAb5Q2Tp"
44,1521481604534841344,2022-05-03 13:27:36+00:00,"He's a lie machine. 
https://t.co/3tKptXsEYV"
45,1521481592253857793,2022-05-03 13:27:34+00:00,"“Ukraine will win,” says UK PM Boris Johnson as he announces £300 mn military aid
#BorisJohnson #Russia #UK #Ukraine
https://t.co/eXdiXH1h3H"
46,1521481572230303747,2022-05-03 13:27:29+00:00,"Make it longer, why don't you?
Make some money. 

https://t.co/zn9q1CHNfu"
47,1521481517872123912,2022-05-03 13:27:16+00:00,"The quotes from the speech of the British Prime Minister Boris Johnson in the Verkhovna Rada.

🔻 I walked the lovel… https://t.co/cYOa6thfPv"
48,1521481475572568064,2022-05-03 13:27:06+00:00,"Boris Johnson Broke the rules.
Kier Starmer may or may not have broken the rules, but is a hypocrite either way, as… https://t.co/1Dd1JBoDPJ"
49,1521481450515615744,2022-05-03 13:27:00+00:00,"GMB's Susanna Reid grills Boris Johnson on cost of living in explosive interview
https://t.co/Eh3uQsRE8p https://t.co/1Eb2Y4wEFh"
50,1521481428768276490,2022-05-03 13:26:55+00:00,"After a terrible interview on GMB this morning, Boris Johnson has spent the rest of the day viewing the results fro… https://t.co/b0a1v6beRd"
51,1521481404542078977,2022-05-03 13:26:49+00:00,"@ShelaghFogarty 
James is a disgrace.
He is happy to look away and let the criminal Boris Johnson wreak more havoc… https://t.co/FWVUtb5KAb"
52,1521481389450932224,2022-05-03 13:26:45+00:00,"This repellent fat turd would see Ukraine reduced to smoldering rubble in pursuit of his wretched vanity. 

'Good v… https://t.co/KU8Gj4o5xS"
53,1521481354831138818,2022-05-03 13:26:37+00:00,@glum_gary @GMB @susannareid100 Maybe £1million a year isn't even close to enough to make up the shortfall experien… https://t.co/BHGw3u0HX2
54,1521481343774990336,2022-05-03 13:26:34+00:00,Boris Johnson defends cost of living response amid calls for more.  He’d  rather give it to Ukraine  https://t.co/qtCOgRcZKk
55,1521481334530658305,2022-05-03 13:26:32+00:00,"WHY WOULD A RICH PERSON CARE or UNDERSTAND? Boris Johnson criticised for 'tone deaf' response to pensioner, 77, who… https://t.co/lQ9SaDnWmy"
56,1521481326997741573,2022-05-03 13:26:30+00:00,"“He was talking complete bollocks.”

A phrase now synonymous with Boris Johnson and his cabal of sycophantic Tory m… https://t.co/M6QpR51VaP"
57,1521481268172632065,2022-05-03 13:26:16+00:00,"Reading between the lines, is Boris Johnson implying that Elsie should ride the buses all night to keep warm too, a… https://t.co/oPbG1gak0x"
58,1521481237684051968,2022-05-03 13:26:09+00:00,"Boris Johnson's plans 'WON'T WORK' in bid to revive the Right to Buy scheme, says Rose Grayston https://t.co/SVxQSvfYNZ From @GBNEWS"
59,1521481227206742016,2022-05-03 13:26:06+00:00,"‘Ukraine will be free,’ Boris Johnson tells country’s parliament https://t.co/bpya8V2EeI"
60,1521481225789132801,2022-05-03 13:26:06+00:00,“We’re lucky to have as good a friend as Boris Johnson.” https://t.co/Z9uHGOc2a3
61,1521481218856038402,2022-05-03 13:26:04+00:00,@garth79754412 @campbellclaret Again no condemnation or criticism https://t.co/hYkX0cP7rZ
62,1521481217165639689,2022-05-03 13:26:04+00:00,"Boris Johnson becomes first world leader to address Ukrainian parliament since the invasion.

▪️ British prime mini… https://t.co/vDvVItI028"
63,1521481169577156608,2022-05-03 13:25:53+00:00,For anyone that missed it ...The FULL interview with Susanna Reid &amp; Boris Johnson... warts &amp; all...… https://t.co/CMvvnJOnyK
64,1521481152976109568,2022-05-03 13:25:49+00:00,Boris slammed for raising free bus passes after hearing OAP’s cost of living plight  https://t.co/jZNQzx94yb
65,1521481016518578177,2022-05-03 13:25:16+00:00,"We know Boris Johnson is an honest man because, well, Boris Johnson says he is an honest man."
66,1521480971425566723,2022-05-03 13:25:05+00:00,Boris Johnson is very passionate about letting the energy companies keep their unearned extra profits.
67,1521480962906939393,2022-05-03 13:25:03+00:00,"Why do I feel like this is relevant today...? 😂

@GMB @susannareid100 @HughDennis_ 

Boris Johnson - Bus King… https://t.co/NuIUaB1J4O"
68,1521480958314221569,2022-05-03 13:25:02+00:00,Boris Johnson embarrasses himself in car crash Good Morning Britain inte... https://t.co/zoauvIG4RE via @YouTube Ho… https://t.co/bib8xnzryy
69,1521480953016815616,2022-05-03 13:25:01+00:00,"Boris Johnson eyes Right to Buy for housing association rentals
https://t.co/wV2R5QZucj"
70,1521480921110790144,2022-05-03 13:24:53+00:00,"I wouldn't vote for me, by Boris Johnson https://t.co/BkQuZMpqUh"
71,1521480880241401857,2022-05-03 13:24:44+00:00,@SkyNews Boris Johnson is a classic but very good confidence trickster. Sooner we get rid of them the better don't… https://t.co/inUEUgmAnH
72,1521480854035382277,2022-05-03 13:24:38+00:00,@Femi_Sorry @susannareid100 I'm sure if you were in hospital being told you need to have a leg amputated Boris John… https://t.co/nSmwaIQMcG
73,1521480812415307776,2022-05-03 13:24:28+00:00,Boris Johnson boasting about introducing the 24hr freedom bus pass instead of having any empathy for a 77 yr old st… https://t.co/13dsx0R2vL
74,1521480773093703684,2022-05-03 13:24:18+00:00,Boris Johnson responded to being told that a 77 year old in this country could only afford to eat one meal per day… https://t.co/Q0qgt9LC7J
75,1521480736901144576,2022-05-03 13:24:10+00:00,"“No one will dare to attack you again!” - Boris Johnson listed the new military, financial and humanitarian support… https://t.co/DUpkb3BOIF"
76,1521480718018392069,2022-05-03 13:24:05+00:00,"When you watch the Susanna Reid interview with Boris Johnson on GMB and think about about 77 year old Elsie , remem… https://t.co/95FqvEkqJp"
77,1521480676545028096,2022-05-03 13:23:55+00:00,Boris Johnson trying to whip up hate again in the run up to #localelections? (Even in the absence of abstract theor… https://t.co/zqoFMkF3de
78,1521480626104381442,2022-05-03 13:23:43+00:00,@PurcellGregory @tosedixit @adream608 @GlasgowStopWar @STWuk @ScottishCND @AfghanHRF Exactly the same way we got in… https://t.co/m1GZ1o3ns3
79,1521480612661583875,2022-05-03 13:23:40+00:00,"'The Kremlin kleptocrat may be in the throes of desperation, gripped by paranoia and reportedly taking control of t… https://t.co/W66zzE6INu"
80,1521480607737462786,2022-05-03 13:23:39+00:00,“Our rogue prime minister cannot crack down on misconduct within his party because he is guilty of so much of it hi… https://t.co/k29EUcyx3b
81,1521480587747512321,2022-05-03 13:23:34+00:00,"@LBC Boris Johnson‘s government is so disgusting, our old, young, families, all matter don’t matter to these rich e… https://t.co/8F1I02r61m"
82,1521480571133771780,2022-05-03 13:23:30+00:00,British flags flutter in Ukrainian parliament as Boris Johnson delivers a speech https://t.co/bKHcXSr4UB
83,1521480557879717888,2022-05-03 13:23:27+00:00,"Johnson addresses parliament, announces further $375 million to Ukraine. UK Prime Minister Boris Johnson became the… https://t.co/XdCommhO6n"
84,1521480473637269504,2022-05-03 13:23:07+00:00,Ukraine MPs give Boris standing ovation 'never seen' before as UK unleashes £300m lifeline https://t.co/hUULggchWZ
85,1521480472395669505,2022-05-03 13:23:07+00:00,⚡️ “Susanna Reid interviews Boris Johnson on Good Morning Britain” by @GMB https://t.co/tRmH2N8Jfw
86,1521480469522624514,2022-05-03 13:23:06+00:00,"Boris Johnson quotes Churchill in address to Ukrainian lawmakers, promises more military aid to fight Russia invasi… https://t.co/bxJGtS7Izs"
87,1521480429194387461,2022-05-03 13:22:56+00:00,You mess with @susannareid100 at your peril. Corrupt Boris Johnson learned that lesson the hard way this morning. Brilliant interview.
88,1521480405538557952,2022-05-03 13:22:51+00:00,Exclusive: Boris Johnson Declares He's an 'Honest' Politician Despite Pa... https://t.co/3Le5peGwL4 via @YouTube
89,1521480385959505924,2022-05-03 13:22:46+00:00,"Boris Johnson today told @GMB viewers he is “honest”

Last week he shamelessly told Parliament he “didn’t know covi… https://t.co/QeYS8KuAvj"
90,1521480368783826946,2022-05-03 13:22:42+00:00,@DavoodGhadami @lorraine Really hope Lorraine uses 'sack of cold custard' when referring to Boris Johnson now (with… https://t.co/56IzhwvuO3
91,1521480354900684802,2022-05-03 13:22:39+00:00,"@gordonrlove Fun fact: the freedom pass has existed since 15 years before Carrie was born, but 9 years after Boris Johnson was born..."
92,1521480345526353922,2022-05-03 13:22:36+00:00,@BorisJohnson responds with a LIE to @susannareid100 first question of the interview: Boris Johnson just told @GMB viewers he is “honest”
93,1521480290987909124,2022-05-03 13:22:23+00:00,"Baselines, boundaries &amp; bulls*** – what to look for in local elections | Vince Cable https://t.co/ly5oeRB3hq"
94,1521480267365560322,2022-05-03 13:22:18+00:00,"7 out of the top 10 trending on UK Twitter, are directly related to Boris Johnson's car crash interview this mornin… https://t.co/GGshQykstv"
95,1521480249992695808,2022-05-03 13:22:13+00:00,"Reuters' tweet 
""... Boris Johnson said the government could not help everyone through the current cost-of-living c… https://t.co/5PbZ3ZW6eP"
96,1521480244896702469,2022-05-03 13:22:12+00:00,Boris Johnson openly admits he cares more about attracting energy companies investments than the cost of people's energy bills.
97,1521480229021265920,2022-05-03 13:22:08+00:00,"Went well then...

https://t.co/8fJzwMdfgs"
98,1521480227335065600,2022-05-03 13:22:08+00:00,"The Foreign Office has denied a Freedom of Information (FOI) request from Byline Times, in relation to the meetings… https://t.co/TKwsYkqzAl"
99,1521480204295749634,2022-05-03 13:22:03+00:00,"Is it it really the best time to reduce the supply of affordable housing ?
https://t.co/SmVIzeyTre"
100,1521480183651479557,2022-05-03 13:21:58+00:00,Boris Johnson accused of bare-faced lie about bus Freedom Pass @LBC #LBC https://t.co/LkaWaZaKHm
101,1521480178744107015,2022-05-03 13:21:57+00:00,@JamesAgar @GMB @susannareid100 @KayBurley Kay lost her job for 6 months! I'd be happy for Boris Johnson to lose his job for 6 months too!
102,1521480170217132032,2022-05-03 13:21:54+00:00,"This is not Churcillian! You slimy liars! 
UK flags fly at Ukraine's parliament as Boris Johnson gives speech… https://t.co/swvSuad1eE"
103,1521480155067297794,2022-05-03 13:21:51+00:00,@jezzeralexander Seemed a bit odd?  Boris Johnson’s getting a bit thin on platitudes and lost his Latin dictionary
104,1521480149346181120,2022-05-03 13:21:49+00:00,"“This is Ukraine’s finest hour” 

Boris Johnson echoes Winston Churchill as he praises the heroism of people in… https://t.co/33OAKI3idk"
105,1521480129066815490,2022-05-03 13:21:45+00:00,"Boris Johnson, the Russian asset inside No.10 and every tory MP is guilty of putting him there, in the full knowled… https://t.co/nu29Hja4FB"
106,1521480097177292805,2022-05-03 13:21:37+00:00,Watch: Boris Johnson invokes Sir Winston Churchill during historic address to Ukraine’s Parliament: ‘This is your f… https://t.co/PNQtyenqAF
107,1521480096091185155,2022-05-03 13:21:37+00:00,"PM hails Ukraine for forcing Putin army’s retreat from ‘Kyiv’s gates’

https://t.co/qjWTNfEDVx"
108,1521480050989801472,2022-05-03 13:21:26+00:00,"#JohnsonTheCorruptPM takes credit for free bus pass pensioners use to keep warm 
#TwistedTories

https://t.co/j1LbUdPgqR"
109,1521480035235946496,2022-05-03 13:21:22+00:00,"Imagine watching Boris Johnson’s car crash interview with @susannareid100 on @GMB this morning and thinking “yes, h… https://t.co/epJwzZJuKV"
110,1521480030316122114,2022-05-03 13:21:21+00:00,"Starmer scores OWN goal as Labour whinging backfires over Boris Ukraine masterstroke

Doesn’t all Labour whinging b… https://t.co/ptfFTWM6TM"
111,1521479969171419137,2022-05-03 13:21:07+00:00,UK flags fly at Ukraine's parliament as Boris Johnson gives speech https://t.co/bEI1V0h29D via @MailOnline
112,1521479946752905218,2022-05-03 13:21:01+00:00,"We wont offer safe haven to your women and children, but have £300mill of our taxpayers money to buy bombs!
UK flag… https://t.co/mjByh1HH80"
113,1521479934413312000,2022-05-03 13:20:58+00:00,@chimerical_cal @GNev2 Just genuinely shocked you believe Keri Starmer is the same person as Boris Johnson they are… https://t.co/TS27ASTd7C
114,1521479932295229454,2022-05-03 13:20:58+00:00,"If anything was obvious from the Susanna Reid interview with Boris Johnson on GMB, it's that Johnson doesn't give a… https://t.co/8IzOyMTeMI"
115,1521479901311909890,2022-05-03 13:20:50+00:00,"London local elections 2022: Which council results could swing Boris Johnson and Keir Starmer fates?
https://t.co/Fzdi5armZK"
116,1521479870018207754,2022-05-03 13:20:43+00:00,Plan to send asylum seekers to Rwanda within ‘weeks’ delayed - live https://t.co/RHYy7G4liR
117,1521479820416372737,2022-05-03 13:20:31+00:00,"It's been over a year since I wrote to @10DowningStreet  about Covid-19, the PPE Con, Boris Johnson being racist an… https://t.co/ppufhXiyuY"
118,1521479797033115650,2022-05-03 13:20:25+00:00,"Just listened to the Susanna Reid interview on GMB with Boris Johnson.

She explains about Elsie who is 77 and is r… https://t.co/G7iABSf6zi"
119,1521479788816486400,2022-05-03 13:20:24+00:00,Lecherous Liar Johnson begged Jennifer Arcuri for an intimate photo on an official work trip https://t.co/YuPH9aesrZ
120,1521479757287890947,2022-05-03 13:20:16+00:00,@armyinformcomua @BorisJohnson @verkhovna_rada Please give Boris Johnson a medal for his Churchillian approach to t… https://t.co/eM1ZCWCC8r
121,1521479747443769345,2022-05-03 13:20:14+00:00,"@llambchops Yes, we are being played .....by Boris Johnson. https://t.co/heSidiYw4b"
122,1521479744755314688,2022-05-03 13:20:13+00:00,@susannareid100 @Otto_English Is there nobody in the Conservative Party more competent than Boris Johnson?
123,1521479718188597248,2022-05-03 13:20:07+00:00,"@ScotNational Unlike most National readers, Boris Johnson is at work by 9.  Maybe why?"
124,1521479689793118208,2022-05-03 13:20:00+00:00,"'Good versus evil': Ukraine will win war and 'be free', Boris Johnson tells Kyiv parliament #UkraineRussianWar… https://t.co/o3NwwJfs8T"
125,1521479634923233287,2022-05-03 13:19:47+00:00,Boris says Ukraine will &amp;#39;be free&amp;#39; of Putin&amp;#39;s invasion in Parliament address https://t.co/cZ9IZjH2X9 via @MetroUK
126,1521479607303741443,2022-05-03 13:19:40+00:00,"‘Ukraine will be free,’ Boris Johnson tells country’s parliament | Ukraine https://t.co/tWD8Wp1nBA"
127,1521479600332808194,2022-05-03 13:19:39+00:00,"‘Ukraine will be free,’ Boris Johnson tells country’s parliament | Ukraine https://t.co/SGeUPY0caW"
128,1521479568678400000,2022-05-03 13:19:31+00:00,Boris Johnson goes on GMB ...and bumps into Elsie's bus ... https://t.co/xChGJeKBhI
129,1521479516056600576,2022-05-03 13:19:19+00:00,"‼️The plenary session of the Verkhovna Rada of Ukraine took place, during which the Prime Minister of the United Ki… https://t.co/b1WEjY7UC9"
130,1521479492287569923,2022-05-03 13:19:13+00:00,"I am so out of touch that when I saw the headline ""Boris Johnson to be interviewed by GMB"" I thought he was going t… https://t.co/swUUtk3tZe"
131,1521479478119178241,2022-05-03 13:19:09+00:00,"@youngmullers And yet you said:

""I don't blame him for avoiding going on one bit.""

So, you DID mean today's inter… https://t.co/GHYzQCPZsM"
132,1521479474906165254,2022-05-03 13:19:09+00:00,"There should be no peace settlement imposed against the will of Ukrainian people, PM tells Verkhovna Rada

 * Russi… https://t.co/H1UNpsS9WG"
133,1521479467268554753,2022-05-03 13:19:07+00:00,I feel the need to point out that the small gatherings that attend Boris Johnson's rare appearances among the plebs… https://t.co/oZciXlvA9N
134,1521479463426482176,2022-05-03 13:19:06+00:00,"‘Who’s Lorraine?’ Boris Johnson once again proved he’s a man of the people | Tom Peck https://t.co/yygjifbbZ4 

Joh… https://t.co/Ay5dZrBIE8"
135,1521479454718971904,2022-05-03 13:19:04+00:00,"𝗚𝗨𝗔𝗥𝗗𝗜𝗔𝗡/𝗢𝗕𝗦𝗘𝗥𝗩𝗘𝗥: ‘Ukraine will be free,’ Boris Johnson tells country’s parliament https://t.co/AIjmqv4OEO or… https://t.co/B3xKYUPAVL"
136,1521479445059706880,2022-05-03 13:19:02+00:00,@BBCPolitics Prime Minister Boris Johnson is a brave leader and seems to be the most active in trying to get the Wa… https://t.co/NTyietcGFq
137,1521479438973734913,2022-05-03 13:19:00+00:00,Same question most people ask however if you were to as who's that horrible little Scottish bird the tax Dodger eve… https://t.co/9GsjZP3UkI
